"","baseMean","log2FoldChange","lfcSE","pvalue","padj"
"Zm00001eb000920",377.468385775136,-0.229302997131545,0.164313281628577,0.113328292609883,0.258485525295291
"Zm00001eb000930",12.1592046709892,0.444556248309363,0.558462249391487,0.0497682818308829,0.145730123897081
"Zm00001eb000940",6.39279210236717,0.180608166323697,0.382404013762857,0.187320214253359,0.36274181619081
"Zm00001eb000960",39.8168191077742,0.231748075568881,0.175743978802765,0.126753787308634,0.278840593422501
"Zm00001eb000970",473.129127792203,-0.248382588409832,0.351105178389451,0.192666660259178,0.370187866476591
"Zm00001eb000980",100.292311786349,0.332230827787399,0.257188403621538,0.0865228128126137,0.214989627118251
"Zm00001eb000990",201.352065945665,0.113092375879131,0.338042035571609,0.421862099481557,0.610285969829037
"Zm00001eb001000",649.46693033859,-0.0918408679936605,0.125385207269513,0.430894778154429,0.618123104406816
"Zm00001eb001010",219.93894602508,-0.164122874312659,0.33394059320206,0.326799156810449,0.520441055717065
"Zm00001eb001020",36.9076857187169,-0.0637298551963178,0.286022265383737,0.702702851944462,0.82475107343887
"Zm00001eb001040",188.961718058144,-0.236914436966604,0.178513871886733,0.123050636808479,0.273613877320313
"Zm00001eb001050",74.7594042345366,0.119588880941131,0.211698432489993,0.482958818389752,0.661416517020667
"Zm00001eb001060",36.2371275822553,-0.274357448498423,0.289011568460244,0.163605842835961,0.331095152330805
"Zm00001eb001070",330.055940198036,-0.268855908499841,0.1333136257218,0.0286890297957771,0.0997650431666862
"Zm00001eb001110",461.010430398165,-0.253776950541958,0.111686545381908,0.016034958198746,0.0650686082053343
"Zm00001eb001120",33.5650131934965,-0.0928054994010844,0.267666444168156,0.598848864224336,0.75285653224564
"Zm00001eb001130",175.63891065128,0.323109470918848,0.166659728581781,0.0284918999667548,0.0993483676783378
"Zm00001eb001140",51.0138195468554,-0.169652493709295,0.384495555347453,0.162509417633127,0.329644620548405
"Zm00001eb001150",33.6604008475644,0.0829920491149085,0.344464365680458,0.450074253089548,0.635017252297499
"Zm00001eb001160",38.1505075292646,-0.00651836360726669,0.328006463319355,0.947028142556727,0.972549296208577
"Zm00001eb001170",80.4541294802829,-0.129599240294076,0.291111896163788,0.46381530239881,0.646661158294995
"Zm00001eb001180",101.509299814276,0.364684451624929,0.247496980345203,0.0573687090191938,0.161089695270933
"Zm00001eb001190",239.934893925888,0.683205271974241,0.263342913361154,0.00151728256757404,0.0112205744948705
"Zm00001eb001200",87.4187977324339,0.031720988025435,0.207043857066291,0.850916985108975,0.917413112674718
"Zm00001eb001220",18.006822854725,0.199866140115589,0.332277196002835,0.269548863933617,0.459497321187095
"Zm00001eb001230",6.89659113544034,0.83482603362579,0.474694806794167,0.00686563974717104,0.0349064408102651
"Zm00001eb001240",723.323726195105,-0.449667020909833,0.150622805129262,0.00105072008021962,0.00854126074259973
"Zm00001eb001260",573.785664705894,-0.0309787572166653,0.0749626997440594,0.671725760992099,0.806077323093291
"Zm00001eb001270",180.615863063602,-0.0759006446019411,0.192036455449807,0.635267908958028,0.779255883157386
"Zm00001eb001280",539.190785701747,0.856258332422132,0.316414027232693,0.00075704891341543,0.00663106945742933
"Zm00001eb001290",260.755781329671,-0.215958310235794,0.199096487825611,0.190486922859253,0.367403113254069
"Zm00001eb001340",328.866593418006,0.16124836744205,0.185852625794054,0.308925065084321,0.502345271347756
"Zm00001eb001350",115.703940476812,0.231420493670945,0.173582141689522,0.126334666098722,0.278332444555795
"Zm00001eb001360",192.592464344349,0.0465641059448887,0.163137832297544,0.74790236460116,0.854129874512912
"Zm00001eb001370",33.1461058618494,0.245572622287476,0.205230562709495,0.145949820146076,0.306383768174105
"Zm00001eb001400",360.900222527624,-0.145734910553549,0.223822398788214,0.40231248492781,0.592683414887439
"Zm00001eb001410",13.7872300281803,-0.248727863011308,0.368760442431361,0.177999006988764,0.35070982253168
"Zm00001eb001430",1371.89305038529,-0.574445154255942,0.249983190389041,0.0045416440855004,0.0257068826828062
"Zm00001eb001440",89.4665741483844,0.472711967539226,0.179634118024715,0.00282131991606114,0.0180282055916803
"Zm00001eb001460",4066.076656393,1.17845655267384,0.487494062631311,0.00108284263384721,0.00875991479057293
"Zm00001eb001470",78.3127200797814,0.112747938072383,0.213310174768612,0.510057810158676,0.683158702310581
"Zm00001eb001490",54.7221569072,-0.212062500391424,0.183914330243685,0.175213088944992,0.347127562036667
"Zm00001eb001500",258.58265693058,0.318177326908095,0.185574828440662,0.0459673474643483,0.138176736712779
"Zm00001eb001510",377.058469352778,0.260420342167163,0.235321411663828,0.152770478798336,0.315488160953851
"Zm00001eb001520",26.2438744165918,0.451623000333726,0.241401098838959,0.0187800291623781,0.0732711772055771
"Zm00001eb001530",338.608211361972,1.14878197052227,0.258130934576912,7.49855350245762e-07,2.69887618685903e-05
"Zm00001eb001550",63.365665300815,-0.175589635996548,0.297281384855452,0.340038442498894,0.533564261879423
"Zm00001eb001560",1005.42661436954,0.0969102639619249,0.342308660332821,0.438070977800362,0.624563412655569
"Zm00001eb001570",481.706421130542,-0.79220305564502,0.260653468920321,0.000295598294042993,0.00319629952428002
"Zm00001eb001590",81.692902501626,0.232815680483897,0.216931075027877,0.180337975887017,0.353644569992571
"Zm00001eb001600",21.5160277104067,0.184088559833211,0.253912139481692,0.318281806511208,0.512031835458832
"Zm00001eb001630",19.3400055403668,0.0421762117200188,0.233998389065672,0.810873090281236,0.892645384237027
"Zm00001eb001640",79.4496718126457,0.196540985424124,0.201075757910291,0.238611196474741,0.424420806402843
"Zm00001eb001650",162.835453467319,0.0252189669845835,0.207143094541139,0.881658867386487,0.93674392419895
"Zm00001eb001670",473.718697050839,0.100764933462666,0.12466965610985,0.384754251014337,0.576661353153066
"Zm00001eb001680",794.303687994029,0.371088608100153,0.207858529107486,0.0319909446738465,0.107553034285779
"Zm00001eb001700",444.923556698059,0.661662487770182,0.144164329253176,9.52737412090059e-07,3.26017668727579e-05
"Zm00001eb001710",173.719500312202,-0.373725032345499,0.150251521619394,0.00607833943003372,0.031942397619051
"Zm00001eb001720",9.19859079121045,-0.271339017174533,0.487609199256044,0.0403146406603169,0.12622351889053
"Zm00001eb001760",29.8634476047679,-0.0293226244915577,0.306143331408921,0.843056510463368,0.912930091047282
"Zm00001eb001770",35.1658387920287,0.0655346627011552,0.348768047800448,0.434405531883129,0.621486549055323
"Zm00001eb001780",73.8367413274102,0.0456804417036636,0.26312893340263,0.795826996389189,0.883623732393806
"Zm00001eb001800",6.56902001656036,0.0261749873964061,0.324483694464294,0.835726028625922,0.908316206990647
"Zm00001eb001810",162.172872973501,-0.411345705012778,0.227363411194274,0.0256452488124947,0.0920250610476606
"Zm00001eb001820",28.373392348292,1.35985626539276,0.311934657719035,9.73038816563078e-07,3.32061048512591e-05
"Zm00001eb001830",781.54814456022,0.384274324120784,0.332094442993949,0.0759869261046359,0.197228810986346
"Zm00001eb001840",219.384747194538,0.539387366947812,0.259559858842875,0.00893830762144061,0.0423810497041208
"Zm00001eb001860",737.957983650753,-0.07237727058146,0.10456911363971,0.466823404053473,0.648821586834047
"Zm00001eb001870",399.715997225987,0.726643696086235,0.166584023508056,2.25031447633916e-06,6.49800911531643e-05
"Zm00001eb001880",350.037525684038,-0.141468544203659,0.142215981680426,0.274777000032496,0.465349810711762
"Zm00001eb001890",341.117129061,1.47368842652149,0.289382359067106,2.73154336377266e-08,1.82230894276515e-06
"Zm00001eb001900",91.6530082652565,-1.12250483494148,0.499006491864497,0.00152061760367475,0.0112353270710998
"Zm00001eb001910",332.916354405408,-0.0283028361588344,0.163593830609535,0.843296064422818,0.912992954082834
"Zm00001eb001920",5.6043476769813,0.827554633298545,0.805499606709662,0.014899135997081,0.0618669588018135
"Zm00001eb001940",265.464618560051,-0.30885784865924,0.38772672317244,0.127659173578783,0.280219573632395
"Zm00001eb001950",51.9114374538586,0.160757479081344,0.306338292673304,0.370364171313841,0.563113847945498
"Zm00001eb001960",3.90970458088606,0.044212796238125,0.340915035324409,0.631171899039941,0.775985589524019
"Zm00001eb001970",7.87242030293156,0.0553716885581763,0.338560883759365,0.597250320829663,0.751715294796065
"Zm00001eb001980",320.685201882248,0.915542666827642,0.371499749231819,0.00128307457358041,0.0098989596932886
"Zm00001eb001990",10.2371822642315,0.17792151187199,0.266249881191891,0.338271801402026,0.532102966323503
"Zm00001eb002000",273.145601658345,-0.342412337755365,0.131661094616074,0.00492884629165277,0.0272571268868423
"Zm00001eb002010",208.476576136469,0.133966272601965,0.336648408200583,0.382970367425444,0.575139197463937
"Zm00001eb002020",363.79237769509,-0.17918854733696,0.325807800088804,0.310384988452802,0.504132569879007
"Zm00001eb002030",93.4603223761231,-0.252816988366428,0.37876058833622,0.170104956574021,0.339791101802335
"Zm00001eb002040",117.036399385069,-0.184317055866942,0.178527390426328,0.231060111830504,0.41587182429147
"Zm00001eb002060",2947.41717002196,-0.210727913164109,0.0737911436082475,0.00360777407803499,0.0216303041326956
"Zm00001eb002070",104.955884118934,0.308819855125659,0.241981870373747,0.098831220429292,0.235678773586529
"Zm00001eb002080",9.1913393125092,0.0388792042675742,0.27516851381515,0.82116374942643,0.899446453350063
"Zm00001eb002090",165.619739899293,-0.316100371259717,0.230176376758474,0.0827159794129894,0.208790606003221
"Zm00001eb002100",74.1499689009541,-1.91510945171799,0.495048506033302,5.65816661676128e-06,0.000138719683255027
"Zm00001eb002170",485.808605767917,0.014376429904875,0.236548345768496,0.93676992841977,0.966556819033528
"Zm00001eb002180",521.544305975409,-0.820217451475804,0.275501907441668,0.000345871488078766,0.00362157110602375
"Zm00001eb002190",8.04073709824783,0.850636094662318,0.659125310229501,0.0116465607782732,0.0514911769240151
"Zm00001eb002200",39.6165236498766,0.468671281760583,0.349232985442784,0.0411310901525363,0.127983180555047
"Zm00001eb002220",942.078636598592,-0.390900969776269,0.112255201451859,0.000234061419230222,0.00266254127320638
"Zm00001eb002240",53.3687599364568,0.219747741748922,0.213542137831046,0.201009089329144,0.380547956772097
"Zm00001eb002250",13.3059785874654,0.77256031394937,0.339610924618015,0.00291514609619744,0.0184682215278241
"Zm00001eb002260",436.121864515256,-0.637994340129938,0.21655838967693,0.000623838256315921,0.00572842496699589
"Zm00001eb002270",361.212395405075,0.213212366473347,0.347253123426218,0.237260949521202,0.422916381389636
"Zm00001eb002290",2.42615014097364,0.0712160605141228,0.332375456310978,0.574265597576419,0.733511021217356
"Zm00001eb002300",0.361998173991856,-0.0221795928524896,0.346670380132055,0.751083084077124,NA
"Zm00001eb002310",69.045384142887,0.0319677472390854,0.330926893119504,0.780979206094644,0.874945203746993
"Zm00001eb002320",530.162807113499,0.22064498925309,0.225399339421266,0.214195635526551,0.396557558272233
"Zm00001eb002330",6.29458238358066,0.195353162904835,0.33550888653574,0.273974455748182,0.464244896646105
"Zm00001eb002380",0.539209935005085,0.0573599824105304,0.354993728907144,0.252036827929294,NA
"Zm00001eb002420",572.800008177672,-0.147846170888961,0.303833124400444,0.401402766342946,0.592162471355414
"Zm00001eb002430",464.645049392837,-0.568429073943267,0.152950320534872,4.56513445056068e-05,0.000728076706189294
"Zm00001eb002440",275.064630504886,-0.088723535989118,0.336455641557565,0.486944888960085,0.66466682417427
"Zm00001eb002450",220.873269988245,1.21388823949956,0.247991595243226,8.15655217970511e-08,4.36479667812262e-06
"Zm00001eb002460",195.412571860566,-0.110067131507487,0.13710949720596,0.381283393367561,0.573628638111555
"Zm00001eb002470",382.430327335822,-0.0639764940592995,0.275990297734205,0.708706540959702,0.828711992177854
"Zm00001eb002480",0.599906101691109,0.080362227178485,0.35750703691427,0.249707588983924,NA
"Zm00001eb002490",220.128250750214,-0.524555672127607,0.147848120958617,0.000112467505485211,0.00148955778328517
"Zm00001eb002510",11.3812173770151,2.12640465867308,1.36774808663154,NA,NA
"Zm00001eb002520",1017.67340495361,0.070940813931938,0.182184745043342,0.643053630995438,0.784978518730946
"Zm00001eb002530",1012.83463419831,0.438449846100211,0.249084226074088,0.0251860676634311,0.0908309130775674
"Zm00001eb002540",125.693867344286,-0.137102574902328,0.184608609304901,0.381159030706043,0.573587454586779
"Zm00001eb002550",181.288237867006,-0.00378256105573041,0.189431986032232,0.979608588132957,0.989046429293565
"Zm00001eb002560",103.143853878119,-0.083469141559786,0.113247689895806,0.434477573872194,0.621488957014503
"Zm00001eb002570",103.941499742812,-0.202949691007823,0.22326281065063,0.247608171390678,0.435222106272063
"Zm00001eb002590",131.12724084477,0.108085741024142,0.328052117147065,0.470705472258876,0.652107459644939
"Zm00001eb002600",9.999942804402,1.51614303723399,0.71545848174113,0.00138758176865845,0.0104928048898162
"Zm00001eb002610",326.044343896031,-0.0799017515073096,0.122593345347432,0.484711741803218,0.662913812838104
"Zm00001eb002620",1819.68289936416,-0.0324614367764505,0.318312756829482,0.805185146797979,0.889146980466982
"Zm00001eb002640",1261.96134263938,-0.148865295032762,0.170406493246308,0.316627595337539,0.510611737005285
"Zm00001eb002660",17.7958506169141,-0.0838041209558284,0.330824979242406,0.531130097995774,0.700275377159347
"Zm00001eb002680",341.246901241019,-0.411750938330962,0.169708510979018,0.00616185492867522,0.0322532389825412
"Zm00001eb002690",144.650878458414,-0.296563261997544,0.460640004600518,0.0878805294345755,0.217397776709846
"Zm00001eb002700",5.28666762733504,-0.169290162044577,0.344602575783854,0.29862270670868,0.491213845417267
"Zm00001eb002720",5.41455471075002,1.64334216280203,0.76738479684865,0.00115064452898285,0.00916688645817159
"Zm00001eb002730",1.21716410460998,-0.0578021257990767,0.352032688320736,0.353906739708249,NA
"Zm00001eb002740",185.714870405909,0.152618671102957,0.134969853643949,0.220382759353398,0.403617566456692
"Zm00001eb002780",519.025617616596,-0.0131650144924547,0.26872606195751,0.935933038651784,0.966198493750366
"Zm00001eb002790",806.509988859412,-0.159202884473253,0.351187455374024,0.285494425411127,0.477488382332442
"Zm00001eb002800",585.915424846365,-0.153684898949903,0.386609928120856,0.110486158820446,0.25405351805568
"Zm00001eb002810",402.27191729255,0.360219303396235,0.138139409789354,0.00459709186463048,0.025906667597428
"Zm00001eb002820",141.352524810393,0.131996373714263,0.139848351066545,0.303240944073215,0.495988358222372
"Zm00001eb002830",430.061221006541,0.702679510456981,0.179483063550088,1.63386487239149e-05,0.000321795891977435
"Zm00001eb002840",28.2988976654639,0.891490617158477,0.566441687087555,0.00782244621607902,0.038478847013613
"Zm00001eb002850",927.833899587091,0.0677205736992878,0.236388611786027,0.680307238685289,0.811111986734947
"Zm00001eb002870",67.9816804595987,1.00496871050652,0.312190764549707,0.000118938894289712,0.00155157268168078
"Zm00001eb002910",12.1033066693694,0.0499173688053495,0.350268584328037,0.412138202909552,0.60150486894438
"Zm00001eb002920",112.333168839696,1.00748689794182,0.431991898027517,0.00149880304762707,0.0111231618326552
"Zm00001eb002930",30.3727168147594,-0.285700732642145,0.192320542802231,0.0794202595582495,0.203198693703809
"Zm00001eb002940",150.389274273653,0.15827752319157,0.213569630924249,0.359479248987739,0.552408052257018
"Zm00001eb002950",6.12607374327512,0.111689349399485,0.355365334658164,0.312708783925046,0.506565672066136
"Zm00001eb002960",1433.49487546291,-0.38985612903641,0.263150116470398,0.0488708202116195,0.144123141812828
"Zm00001eb003000",351.576683654624,-0.0912751396240332,0.204913600376491,0.584004437058297,0.741346368366892
"Zm00001eb003010",641.495789742978,-0.397368689702777,0.248710984221164,0.0398814527017643,0.125514416481343
"Zm00001eb003020",1062.23708235927,0.0806803163402301,0.188603249525188,0.603320997868999,0.756173140848318
"Zm00001eb003030",107.495535362624,0.332689839828253,0.189702248894432,0.0399811953352214,0.125648762198695
"Zm00001eb003040",985.341485881282,0.621917703678888,0.0752720935089435,3.66926339724838e-17,3.69142574816776e-14
"Zm00001eb003050",19.6646563227321,1.61336847508253,0.876872097578457,0.00225150678488503,0.0152306743266927
"Zm00001eb003070",752.769531509882,0.273346619050728,0.173899287279913,0.069349799362126,0.184827466753929
"Zm00001eb003080",151.521400520297,0.038565211421706,0.24280413383516,0.827773601772268,0.903616920927705
"Zm00001eb003090",18.5593876470685,0.0495667828148222,0.304700055224615,0.749374106011101,0.854684751509396
"Zm00001eb003110",170.13807969019,-0.0143453023882055,0.248161957475765,0.932504312036145,0.964642801041398
"Zm00001eb003130",35.552070554445,-0.452179946402257,0.191683862215423,0.00654648996419699,0.0336984791423493
"Zm00001eb003140",366.878544797738,0.220916677693697,0.216285165405188,0.203419401658638,0.383236057761528
"Zm00001eb003150",8.61455153746697,0.586916230755655,0.716358028373916,0.0289553688599795,0.100453050724437
"Zm00001eb003170",42.5887319940366,0.134409128902503,0.262993572365665,0.459792621857303,0.643101114021412
"Zm00001eb003180",4263.09866225354,0.144558638215465,0.216732525911138,0.401006851585852,0.591815709672325
"Zm00001eb003190",185.806973887582,-0.140489091871884,0.217294911394467,0.413474516301942,0.602683138771958
"Zm00001eb003200",12.1032240263136,0.835115288685535,0.358927085492722,0.00216880150787963,0.0148388266389229
"Zm00001eb003210",2.57812676981952,0.264822196864691,0.399707699190269,0.147721442185611,0.309070958523442
"Zm00001eb003220",40.9442729394393,-0.127924246962339,0.372924003395731,0.152973007175277,0.315828608066441
"Zm00001eb003230",10.4252562641152,-0.150696932517798,0.360632877573523,0.267281554058236,0.457243801259604
"Zm00001eb003240",1.9532864347663,-0.0445234500760021,0.343018245332159,0.602627667267227,NA
"Zm00001eb003310",39.3700847277431,0.0247456847036808,0.288588061498799,0.88211673810296,0.936992908185977
"Zm00001eb003330",20.5963107498855,-0.00639844334126621,0.266890442835973,0.968864180114162,0.984141338184497
"Zm00001eb003340",18.0809875374482,0.117886795834931,0.246803659623861,0.509792511735373,0.682975133482578
"Zm00001eb003350",1486.51552530919,-0.51086451776663,0.11501832847204,2.87240188760896e-06,7.96513559815359e-05
"Zm00001eb003360",989.493919946094,1.17324777567969,0.347920698218213,6.18103542676747e-05,0.000921512875036329
"Zm00001eb003400",17.0055433138597,-0.0302036253045079,0.260960005460556,0.861048198424418,0.923230730211559
"Zm00001eb003420",1026.52858114465,0.304162102902244,0.306903907117279,0.133006421135469,0.288166590689734
"Zm00001eb003440",509.573429842708,0.326297822682507,0.441295896221537,0.10082031869396,0.238994517952101
"Zm00001eb003450",0.431472565436437,-0.0636052973936226,0.354462920144954,0.353097407052904,NA
"Zm00001eb003460",21.4314014814311,0.0129216507087144,0.197282632422564,0.937735679470408,0.967014088841133
"Zm00001eb003480",755.361803920184,0.71220154787701,0.107446408015219,6.56721618092008e-12,1.61524014472919e-09
"Zm00001eb003490",743.935574872757,-0.631369764937581,0.204394172489699,0.000409958839257776,0.00413925121082791
"Zm00001eb003510",427.697698777946,-0.231353315888187,0.156584019822219,0.0976534152750508,0.233521967778497
"Zm00001eb003520",8.55930289860701,0.00624630413561214,0.260870927496969,0.972292878422705,0.98602479543155
"Zm00001eb003540",1076.26553167582,-0.154217833749483,0.11981558090105,0.169538936848148,0.339172271768038
"Zm00001eb003550",640.503790408006,-0.224175240352074,0.251910455254331,0.22696841287033,0.41088912057163
"Zm00001eb003560",5.47161119448571,-0.301855574809102,0.390736266166789,0.131662271042555,0.286141349525263
"Zm00001eb003570",45.271732360368,-0.0709924617628993,0.336935106254061,0.540475300578523,0.707662777075873
"Zm00001eb003580",123.93168221734,-0.0581108385224191,0.264307999549971,0.73777542679319,0.847064263638982
"Zm00001eb003630",6.12572398145746,0.152814855224495,0.3706614143446,0.222291412661151,0.40600806869859
"Zm00001eb003650",232.728877012169,-0.150621945060619,0.269448351639003,0.40892385698461,0.598462596489113
